score;completeness;rescuebot_action;rescuebot_location;ben_action;ben_location;name;competency_rescue_severelyInjured;competency_rescue_mildlyInjured;competency_arrival;willingness_search;willingness_response;willingness_rescue;world_nr;tick_nr
0;0.0;;(22, 11);;(22, 12);Ben;0.8999999999999999;1.0;1.0;-1.0;1.0;-0.9;1;0
0;0.0;;(22, 11);;(22, 12);Ben;0.8999999999999999;1.0;1.0;-1.0;1.0;-0.9;1;1
0;0.0;;(22, 11);;(22, 12);Ben;0.8999999999999999;1.0;1.0;-1.0;1.0;-0.9;1;2
0;0.0;;(22, 11);;(22, 12);Ben;0.8999999999999999;1.0;1.0;-1.0;1.0;-0.9;1;3
0;0.0;;(22, 11);;(22, 12);Ben;0.8999999999999999;1.0;1.0;-1.0;1.0;-0.9;1;4
0;0.0;;(22, 11);;(22, 12);Ben;0.8999999999999999;1.0;1.0;-1.0;1.0;-0.9;1;5
0;0.0;;(22, 11);;(22, 12);Ben;0.8999999999999999;1.0;1.0;-1.0;1.0;-0.9;1;6
0;0.0;;(22, 11);;(22, 12);Ben;0.8999999999999999;1.0;1.0;-1.0;1.0;-0.9;1;7
0;0.0;;(22, 11);;(22, 12);Ben;0.8999999999999999;1.0;1.0;-1.0;1.0;-0.9;1;8
0;0.0;;(22, 11);;(22, 12);Ben;0.8999999999999999;1.0;1.0;-1.0;1.0;-0.9;1;9
0;0.0;;(22, 11);;(22, 12);Ben;0.8999999999999999;1.0;1.0;-1.0;1.0;-0.9;1;10
0;0.0;;(22, 11);;(22, 12);Ben;0.8999999999999999;1.0;1.0;-1.0;1.0;-0.9;1;11
0;0.0;;(22, 11);;(22, 12);Ben;0.8999999999999999;1.0;1.0;-1.0;1.0;-0.9;1;12
0;0.0;;(22, 11);;(22, 12);Ben;0.8999999999999999;1.0;1.0;-1.0;1.0;-0.9;1;13
0;0.0;;(22, 11);;(22, 12);Ben;0.8999999999999999;1.0;1.0;-1.0;1.0;-0.9;1;14
0;0.0;;(22, 11);;(22, 12);Ben;0.8999999999999999;1.0;1.0;-1.0;1.0;-0.9;1;15
0;0.0;;(22, 11);;(22, 12);Ben;0.8999999999999999;1.0;1.0;-1.0;1.0;-0.9;1;16
0;0.0;;(22, 11);;(22, 12);Ben;0.8999999999999999;1.0;1.0;-1.0;1.0;-0.9;1;17
0;0.0;;(22, 11);;(22, 12);Ben;0.8999999999999999;1.0;1.0;-1.0;1.0;-0.9;1;18
0;0.0;;(22, 11);;(22, 12);Ben;0.8999999999999999;1.0;1.0;-1.0;1.0;-0.9;1;19
0;0.0;;(22, 11);;(22, 12);Ben;0.8999999999999999;1.0;1.0;-1.0;1.0;-0.9;1;20
0;0.0;;(22, 11);;(22, 12);Ben;0.8999999999999999;1.0;1.0;-1.0;1.0;-0.9;1;21
0;0.0;;(22, 11);;(22, 12);Ben;0.8999999999999999;1.0;1.0;-1.0;1.0;-0.9;1;22
0;0.0;;(22, 11);;(22, 12);Ben;0.8999999999999999;1.0;1.0;-1.0;1.0;-0.9;1;23
0;0.0;;(22, 11);;(22, 12);Ben;0.8999999999999999;1.0;1.0;-1.0;1.0;-0.9;1;24
0;0.0;;(22, 11);;(22, 12);Ben;0.8999999999999999;1.0;1.0;-1.0;1.0;-0.9;1;25
0;0.0;;(22, 11);;(22, 12);Ben;0.8999999999999999;1.0;1.0;-1.0;1.0;-0.9;1;26
0;0.0;;(22, 11);;(22, 12);Ben;0.8999999999999999;1.0;1.0;-1.0;1.0;-0.9;1;27
0;0.0;;(22, 11);;(22, 12);Ben;0.8999999999999999;1.0;1.0;-1.0;1.0;-0.9;1;28
0;0.0;;(22, 11);;(22, 12);Ben;0.8999999999999999;1.0;1.0;-1.0;1.0;-0.9;1;29
0;0.0;;(22, 11);;(22, 12);Ben;0.8999999999999999;1.0;1.0;-1.0;1.0;-0.9;1;30
