score;completeness;rescuebot_action;rescuebot_location;charlie_action;charlie_location;name;competency_rescue_severelyInjured;competency_rescue_mildlyInjured;competency_arrival;willingness_search;willingness_response;willingness_rescue;world_nr;tick_nr
0;0.0;;(22, 11);;(22, 12);Charlie;0.5;0.5;0.5;0.5;0.5;0.5;1;1
0;0.0;;(22, 11);;(22, 12);Charlie;0.5;0.5;0.5;0.5;0.5;0.5;1;2
0;0.0;;(22, 11);;(22, 12);Charlie;0.5;0.5;0.5;0.5;0.5;0.5;1;3
0;0.0;;(22, 11);;(22, 12);Charlie;0.5;0.5;0.5;0.5;0.5;0.5;1;4
0;0.0;;(22, 11);;(22, 12);Charlie;0.5;0.5;0.5;0.5;0.5;0.5;1;5
0;0.0;;(22, 11);;(22, 12);Charlie;0.5;0.5;0.5;0.5;0.5;0.5;1;6
0;0.0;;(22, 11);;(22, 12);Charlie;0.5;0.5;0.5;0.5;0.5;0.5;1;7
0;0.0;;(22, 11);;(22, 12);Charlie;0.5;0.5;0.5;0.5;0.5;0.5;1;8
0;0.0;;(22, 11);;(22, 12);Charlie;0.5;0.5;0.5;0.5;0.5;0.5;1;9
0;0.0;;(22, 11);;(22, 12);Charlie;0.5;0.5;0.5;0.5;0.5;0.5;1;10
0;0.0;;(22, 11);;(22, 12);Charlie;0.5;0.5;0.5;0.5;0.5;0.5;1;11
0;0.0;;(22, 11);;(22, 12);Charlie;0.5;0.5;0.5;0.5;0.5;0.5;1;12
0;0.0;;(22, 11);;(22, 12);Charlie;0.5;0.5;0.5;0.5;0.5;0.5;1;13
0;0.0;;(22, 11);;(22, 12);Charlie;0.5;0.5;0.5;0.5;0.5;0.5;1;14
0;0.0;;(22, 11);;(22, 12);Charlie;0.5;0.5;0.5;0.5;0.5;0.5;1;15
0;0.0;;(22, 11);;(22, 12);Charlie;0.5;0.5;0.5;0.5;0.5;0.5;1;16
0;0.0;;(22, 11);;(22, 12);Charlie;0.5;0.5;0.5;0.5;0.5;0.5;1;17
0;0.0;;(22, 11);;(22, 12);Charlie;0.5;0.5;0.5;0.5;0.5;0.5;1;18
0;0.0;;(22, 11);;(22, 12);Charlie;0.5;0.5;0.5;0.5;0.5;0.5;1;19
0;0.0;;(22, 11);;(22, 12);Charlie;0.5;0.5;0.5;0.5;0.5;0.5;1;20
0;0.0;;(22, 11);;(22, 12);Charlie;0.5;0.5;0.5;0.5;0.5;0.5;1;21
0;0.0;;(22, 11);;(22, 12);Charlie;0.5;0.5;0.5;0.5;0.5;0.5;1;22
