timestamp,user_id,trust_belief,old_score,new_score,change_direction,weight,message
2025-03-06T16:16:22.685454,alex,SEARCH_WILLINGNESS,0.181536329234317,0.25954424885830196,1,0.1,
2025-03-06T16:16:50.530467,alex,REMOVE_WILLINGNESS,0.33011721963676366,0.4522512910220517,1,0.2,
2025-03-06T16:17:05.044235,alex,REMOVE_COMPETENCE,0.181536329234317,0.25954424885830196,1,0.1,
2025-03-06T16:17:15.707960,alex,SEARCH_WILLINGNESS,0.25954424885830196,0.33011721963676366,1,0.1,
2025-03-06T16:17:25.971213,alex,REMOVE_WILLINGNESS,0.4522512910220517,0.5044573189623267,1,0.1,
2025-03-06T16:17:41.373703,alex,RESCUE_WILLINGNESS,-0.18232155679395462,-0.33140196351613804,-1,0.2,
2025-03-06T16:18:01.474503,alex,SEARCH_WILLINGNESS,0.33011721963676366,0.3939638678810048,1,0.1,
2025-03-06T16:18:55.081876,alex,RESCUE_WILLINGNESS,-0.33140196351613804,-0.2676777644420426,1,0.1,
2025-03-06T16:18:55.232577,alex,SEARCH_COMPETENCE,0.0,0.09531017980432487,1,0.1,
2025-03-06T16:18:55.415427,alex,SEARCH_WILLINGNESS,0.3939638678810048,0.4517252806011838,1,0.1,
2025-03-06T16:19:35.220688,alex,REMOVE_WILLINGNESS,0.5044573189623267,0.5516875809927445,1,0.1,
2025-03-06T16:19:35.467532,alex,REMOVE_COMPETENCE,0.25954424885830196,0.33011721963676366,1,0.1,
2025-03-06T16:19:46.537704,alex,RESCUE_WILLINGNESS,-0.2676777644420426,-0.19788000049630855,1,0.1,
2025-03-06T16:20:01.839931,alex,RESCUE_WILLINGNESS,-0.19788000049630855,-0.12142979911896676,1,0.1,
2025-03-06T16:20:02.002159,alex,RESCUE_COMPETENCE,0.0,0.09531017980432487,1,0.1,
2025-03-06T16:20:18.274171,alex,SEARCH_WILLINGNESS,0.4517252806011838,0.5039814426892507,1,0.1,
2025-03-06T16:20:38.523309,alex,REMOVE_WILLINGNESS,0.5516875809927445,0.6334245991562111,1,0.2,
2025-03-06T16:20:57.015888,alex,REMOVE_COMPETENCE,0.33011721963676366,0.3939638678810048,1,0.1,
2025-03-06T16:21:18.059778,alex,RESCUE_WILLINGNESS,-0.12142979911896676,-0.037693115302273664,1,0.1,
2025-03-06T16:21:18.463734,alex,RESCUE_COMPETENCE,0.09531017980432487,0.181536329234317,1,0.1,
2025-03-06T16:21:36.208382,alex,RESCUE_WILLINGNESS,-0.037693115302273664,0.054024526905206344,1,0.1,
2025-03-06T16:21:36.424907,alex,RESCUE_COMPETENCE,0.181536329234317,0.25954424885830196,1,0.1,
2025-03-06T16:22:06.178511,alex,REMOVE_WILLINGNESS,0.6334245991562111,0.6683629665224751,1,0.1,
2025-03-06T16:22:24.157802,alex,RESCUE_WILLINGNESS,0.054024526905206344,-0.11844719403833417,-1,0.2,
2025-03-06T16:22:56.788670,alex,SEARCH_WILLINGNESS,0.5039814426892507,0.5512570605728201,1,0.1,
2025-03-06T16:23:10.315351,alex,REMOVE_WILLINGNESS,0.6683629665224751,0.6999713518129909,1,0.1,
2025-03-06T16:23:27.023238,alex,SEARCH_WILLINGNESS,0.5512570605728201,0.5940268308155459,1,0.1,
2025-03-06T16:23:27.620560,alex,RESCUE_WILLINGNESS,-0.11844719403833417,-0.03442623759512069,1,0.1,
2025-03-06T16:23:47.645676,alex,RESCUE_WILLINGNESS,-0.03442623759512069,0.057602771314026815,1,0.1,
2025-03-06T16:23:47.876042,alex,RESCUE_COMPETENCE,0.25954424885830196,0.33011721963676366,1,0.1,
2025-03-06T16:24:10.569350,alex,SEARCH_WILLINGNESS,0.5940268308155459,0.6327202065662478,1,0.1,
2025-03-06T16:24:21.000897,alex,REMOVE_WILLINGNESS,0.6999713518129909,0.7285671362181432,1,0.1,
2025-03-06T16:24:22.257858,alex,REMOVE_COMPETENCE,0.3939638678810048,0.4517252806011838,1,0.1,
2025-03-06T16:25:01.945616,alex,RESCUE_WILLINGNESS,0.057602771314026815,0.14742282062718437,1,0.1,
